_id,lat,lon
,42.98115326688544,-83.75669769135081
,42.98115322439302,-83.75669752220792
,42.98115322496479,-83.75669732279495
,42.98115200466111,-83.75669845814856
,42.98114279955202,-83.75671374877945
,42.98114279955202,-83.75671374877945
,42.98119230149803,-83.75676332750895
,42.98119230149803,-83.75676332750895
,42.98120924518495,-83.75678015030773
,42.981247950688534,-83.75681567295226
,42.98130001996431,-83.75685629864542
,42.981404580214424,-83.75692207922673
,42.98157418593614,-83.75673385405256
,42.98157418593614,-83.75673385405256
,42.98158217627815,-83.75665641893117
,42.98158217627815,-83.75665641893117
,42.98165737728167,-83.75654357084599
,42.98165737728167,-83.75654357084599
,42.98169511097112,-83.75654896899056
,42.98172364281336,-83.75656299556157
,42.98172623619982,-83.75656628177651
,42.98172645957909,-83.75656941580004
,42.98177082610268,-83.75655990540923
,42.98177082610268,-83.75655990540923
,42.98177082610268,-83.75655990540923
,42.9822883020578,-83.75523621228223
,42.9822883020578,-83.75523621228223
,42.9822883020578,-83.75523621228223
,42.9822883020578,-83.75523621228223
,42.9822883020578,-83.75523621228223
,42.9822883020578,-83.75523621228223
,42.9822883020578,-83.75523621228223
,42.98240039723905,-83.75494468509551
,42.98265118975711,-83.7542938905025
,42.98265118975711,-83.7542938905025
,42.98265118975711,-83.7542938905025
,42.98265118975711,-83.7542938905025
,42.98265118975711,-83.7542938905025
,42.98265118975711,-83.7542938905025
,42.9827751995053,-83.7539728274509
,42.9827751995053,-83.7539728274509
,42.9827751995053,-83.7539728274509
,42.98294914609362,-83.75352119310048
,42.98294914609362,-83.75352119310048
,42.98308203603506,-83.7531834191291
,42.98320960322277,-83.75286669706163
,42.983471242335945,-83.75226126592675
,42.983471242335945,-83.75226126592675
,42.983471242335945,-83.75226126592675
,42.98409447520522,-83.75093610300588
,42.984605869830474,-83.74981620924089
,42.98477271055328,-83.74944469559874
,42.9849316695206,-83.74908898614952
,42.9849316695206,-83.74908898614952
,42.985226108247126,-83.74843164974331
,42.985226108247126,-83.74843164974331
,42.985226108247126,-83.74843164974331
,42.985226108247126,-83.74843164974331
,42.985226108247126,-83.74843164974331
,42.98543806611054,-83.74795815571356
,42.98543806611054,-83.74795815571356
,42.98557203287613,-83.74765173044608
,42.98568669213138,-83.74738975305978
,42.98568669213138,-83.74738975305978
,42.98590729227309,-83.746889297678
,42.98590729227309,-83.746889297678
,42.986047483504876,-83.74656817975928
,42.98619686004677,-83.74622664935798
,42.98619686004677,-83.74622664935798
,42.986493567664205,-83.74555944751842
,42.986493567664205,-83.74555944751842
,42.986493567664205,-83.74555944751842
,42.986493567664205,-83.74555944751842
,42.986493567664205,-83.74555944751842
,42.986493567664205,-83.74555944751842
,42.98664289510812,-83.74522395220806
,42.98679839829331,-83.74487595029963
,42.98679839829331,-83.74487595029963
,42.98679839829331,-83.74487595029963
,42.98679839829331,-83.74487595029963
,42.98695350543207,-83.74453381108258
,42.98695350543207,-83.74453381108258
,42.98695350543207,-83.74453381108258
,42.98695350543207,-83.74453381108258
,42.98695350543207,-83.74453381108258
,42.98695350543207,-83.74453381108258
,42.98695350543207,-83.74453381108258
,42.98695350543207,-83.74453381108258
,42.98695350543207,-83.74453381108258
,42.98695350543207,-83.74453381108258
,42.98695350543207,-83.74453381108258
,42.98710700824356,-83.74418813969585
,42.987405675603235,-83.74351587202179
,42.987405675603235,-83.74351587202179
,42.987405675603235,-83.74351587202179
,42.987405675603235,-83.74351587202179
,42.987735917052156,-83.74280351049971
,42.987735917052156,-83.74280351049971
,42.987735917052156,-83.74280351049971
,42.987879109444265,-83.74249925743611
,42.9881426956068,-83.74195764698173
,42.9881426956068,-83.74195764698173
,42.9881426956068,-83.74195764698173
,42.9881426956068,-83.74195764698173
,42.9881426956068,-83.74195764698173
,42.98826583485696,-83.74170541644662
,42.9888741023182,-83.7405758901865
,42.98901384415984,-83.7405464591531
,42.98901384415984,-83.7405464591531
,42.98901384415984,-83.7405464591531
,42.989029414168215,-83.73846852398707
,42.989029414168215,-83.73846852398707
,42.98874961876855,-83.73802760917908
,42.988180308923184,-83.7371320663052
,42.988180308923184,-83.7371320663052
,42.98783966653978,-83.73672595282284
,42.98440368127659,-83.73314218392534
,42.98440368127659,-83.73314218392534
,42.98325771935615,-83.7319772055854
,42.98325771935615,-83.7319772055854
,42.98248746393809,-83.73119191386249
,42.98248746393809,-83.73119191386249
,42.98248746393809,-83.73119191386249
,42.98248746393809,-83.73119191386249
,42.98248746393809,-83.73119191386249
,42.98210349816307,-83.73079904690113
,42.98132649109523,-83.73000604943286
,42.98132649109523,-83.73000604943286
,42.98132649109523,-83.73000604943286
,42.98132649109523,-83.73000604943286
,42.97771027237235,-83.72679329667517
,42.97626348928031,-83.72622439943532
,42.976208464381614,-83.72596160265796
,42.976208464381614,-83.72596160265796
,42.976208464381614,-83.72596160265796
,42.977240348263315,-83.72625745954713
,42.977240348263315,-83.72625745954713
,42.977240348263315,-83.72625745954713
,42.978575954939586,-83.72688266175838
,42.978575954939586,-83.72688266175838
,42.97901189873007,-83.72715351558716
,42.979862936992376,-83.7277263058237
,42.979862936992376,-83.7277263058237
,42.981095167070926,-83.72857140119895
,42.981095167070926,-83.72857140119895
,42.981483046819825,-83.72882417456607
,42.982188909273994,-83.72921019390347
,42.982188909273994,-83.72921019390347
,42.98349553646799,-83.7292596331649
,42.98349553646799,-83.7292596331649
,42.984231445953455,-83.7288400736818
,42.98460168994634,-83.72853684074754
,42.98529356931922,-83.72777989333404
,42.98559916068297,-83.72731100359687
,42.98609318657644,-83.72621136269142
,42.98609318657644,-83.72621136269142
,42.98629507608239,-83.72559599570668
,42.98720596931603,-83.72217271426939
,42.98720596931603,-83.72217271426939
,42.98741018930322,-83.7214490133811
,42.98787176772936,-83.72010105983892
,42.98787176772936,-83.72010105983892
,42.988665633150156,-83.71819424341929
,42.988665633150156,-83.71819424341929
,43.00224598383881,-83.69648872044885
,43.00224598383881,-83.69648872044885
,43.00266240633028,-83.6950262405355
,43.00266240633028,-83.6950262405355
,43.00311355247717,-83.69360909919548
,43.00311355247717,-83.69360909919548
,43.00335873024718,-83.69295557690346
,43.00360207833655,-83.69238944933565
,43.00385523540784,-83.6918552374016
,43.00385523540784,-83.6918552374016
,43.00415358830123,-83.69126767478804
,43.00443172102597,-83.69074286238686
,43.00513071783393,-83.68930908278426
,43.00513071783393,-83.68930908278426
,43.0053126662759,-83.688876181513
,43.005910786682584,-83.68765314479195
,43.005910786682584,-83.68765314479195
,43.005910786682584,-83.68765314479195
,43.0063178998116,-83.68694871204085
,43.0063178998116,-83.68694871204085
,43.0063178998116,-83.68694871204085
,43.0063178998116,-83.68694871204085
,43.0063178998116,-83.68694871204085
,43.006441048335205,-83.68673987856687
,43.006441048335205,-83.68673987856687
,43.006441048335205,-83.68673987856687
,43.006441048335205,-83.68673987856687
,43.006441048335205,-83.68673987856687
,43.006441048335205,-83.68673987856687
,43.006441048335205,-83.68673987856687
,43.006441048335205,-83.68673987856687
,43.00666013525539,-83.68638113860084
,43.00666013525539,-83.68638113860084
,43.00681147008625,-83.6861317840505
,43.006837986589105,-83.68607728977669
,43.006837986589105,-83.68607728977669
,43.006837986589105,-83.68607728977669
,43.00751210276046,-83.68497531194105
,43.008184389566836,-83.68385966300823
,43.00877669795661,-83.68382064448197
,43.00877669795661,-83.68382064448197
,43.00893174214254,-83.68400762654694
,43.00893174214254,-83.68400762654694
,43.00893174214254,-83.68400762654694
,43.00893174214254,-83.68400762654694
,43.00912758769213,-83.68422462051545
,43.009384156749825,-83.68450846241313
,43.009877770444334,-83.685062538899
,43.009877770444334,-83.685062538899
,43.010257962406975,-83.68547730653214
,43.010257962406975,-83.68547730653214
,43.01084536277108,-83.68612282215749
,43.0112786329981,-83.68659927586286
,43.0112786329981,-83.68659927586286
,43.0112786329981,-83.68659927586286
,43.0112786329981,-83.68659927586286
,43.011763157612066,-83.68714058182842
,43.011763157612066,-83.68714058182842
,43.011763157612066,-83.68714058182842
,43.01190425127312,-83.68728427410404
,43.01190425127312,-83.68728427410404
,43.01190425127312,-83.68728427410404
,43.01190425127312,-83.68728427410404
,43.01190425127312,-83.68728427410404
,43.01190425127312,-83.68728427410404
,43.01190425127312,-83.68728427410404
,43.01237052187177,-83.68769790185901
,43.01237052187177,-83.68769790185901
,43.01237052187177,-83.68769790185901
,43.01237052187177,-83.68769790185901
,43.01237052187177,-83.68769790185901
,43.01288763018633,-83.68811525967214
,43.01288763018633,-83.68811525967214
,43.01288763018633,-83.68811525967214
,43.01337896976323,-83.68853463511608
,43.01337896976323,-83.68853463511608
,43.01337896976323,-83.68853463511608
,43.013515713141075,-83.68865417715105
,43.013515713141075,-83.68865417715105
,43.01364935523534,-83.68876678014952
,43.01385156968349,-83.68893885802817
,43.01385156968349,-83.68893885802817
,43.01385156968349,-83.68893885802817
,43.01385156968349,-83.68893885802817
,43.01385156968349,-83.68893885802817
,43.01385156968349,-83.68893885802817
,43.01385156968349,-83.68893885802817
,43.01390470405233,-83.68898528107906
,43.01390470405233,-83.68898528107906
,43.01392807968684,-83.68900325020911
,43.013933466297175,-83.68900794439743
,43.01393227833491,-83.68900883993844
,43.01393227833491,-83.68900883993844
,43.01393227833491,-83.68900883993844
,43.01393096210741,-83.68900901020939
,43.01392953855274,-83.68900878516594
,43.013928706002694,-83.68901000875
,43.01392818613379,-83.68900968594339
,43.01392818613379,-83.68900968594339
,43.013927824230045,-83.68900894968611
,43.013927824230045,-83.68900894968611
,43.013927824230045,-83.68900894968611
,43.01392761736419,-83.6890081667224
,43.01392761736419,-83.6890081667224
,43.01394255839275,-83.6890184117607
,43.01398535781342,-83.68905306588526
,43.01398535781342,-83.68905306588526
,43.01398535781342,-83.68905306588526
,43.01398535781342,-83.68905306588526
,43.01398535781342,-83.68905306588526
,43.01693814488155,-83.69154453497995
,43.01693814488155,-83.69154453497995
,43.01693814488155,-83.69154453497995
,43.01693814488155,-83.69154453497995
,43.01693814488155,-83.69154453497995
,43.01693814488155,-83.69154453497995
,43.01693814488155,-83.69154453497995
,43.01742371637426,-83.69193826949314
,43.01742371637426,-83.69193826949314
,43.01742371637426,-83.69193826949314
,43.01742371637426,-83.69193826949314
,43.01742371637426,-83.69193826949314
,43.01742371637426,-83.69193826949314
,43.01742371637426,-83.69193826949314
,43.01742371637426,-83.69193826949314
,43.01742371637426,-83.69193826949314
,43.01742371637426,-83.69193826949314
,43.01742371637426,-83.69193826949314
,43.01742371637426,-83.69193826949314
,43.01818499048344,-83.69258488280707
,43.01818499048344,-83.69258488280707
,43.01818499048344,-83.69258488280707
,43.01818499048344,-83.69258488280707
,43.01818499048344,-83.69258488280707
,43.01818499048344,-83.69258488280707
,43.01818499048344,-83.69258488280707
,43.01853457408692,-83.69287813834865
,43.01864070543701,-83.69297174831867
,43.01864070543701,-83.69297174831867
,43.02071711499751,-83.6947525205547
,43.02239421548039,-83.69616622149705
,43.02239421548039,-83.69616622149705
,43.02239421548039,-83.69616622149705
,43.0240128245191,-83.69286809585437
,43.0240128245191,-83.69286809585437
,43.02405086734836,-83.69268152746105
,43.023944769857174,-83.69235204992606
,43.023944769857174,-83.69235204992606
,43.02301978615817,-83.69680044607307
,43.02299887983839,-83.69679800685361
,43.02299868608079,-83.69679893847243
,43.02299864383716,-83.69679901449209
,43.02299864383716,-83.69679901449209
,43.022998701476745,-83.69679910430892
,43.0229842054599,-83.69678623106417
,43.022755890095986,-83.69657970364676
,43.022755890095986,-83.69657970364676
,43.02244374386217,-83.69632262632248
,43.02244374386217,-83.69632262632248
,43.02244374386217,-83.69632262632248
,43.02244374386217,-83.69632262632248
,43.02244374386217,-83.69632262632248
,43.02244374386217,-83.69632262632248
,43.02244374386217,-83.69632262632248
,43.02244374386217,-83.69632262632248
,43.02169189974779,-83.69568407479879
,43.02152256320248,-83.69553069638836
,43.02152256320248,-83.69553069638836
,43.02118352553262,-83.6952162577699
,43.01847190584781,-83.69287131324936
,43.01847190584781,-83.69287131324936
,43.01847190584781,-83.69287131324936
,43.01847190584781,-83.69287131324936
,43.01847190584781,-83.69287131324936
,43.01847190584781,-83.69287131324936
,43.01847190584781,-83.69287131324936
,43.01847190584781,-83.69287131324936
,43.01815282327259,-83.6926074072916
,43.01815282327259,-83.6926074072916
,43.01815282327259,-83.6926074072916
,43.01815282327259,-83.6926074072916
,43.01815282327259,-83.6926074072916
,43.01815282327259,-83.6926074072916
,43.01815282327259,-83.6926074072916
,43.01815282327259,-83.6926074072916
,43.01815282327259,-83.6926074072916
,43.01418999038385,-83.68936525196393
,43.01418999038385,-83.68936525196393
,43.01395567953311,-83.6891433100386
,43.01395567953311,-83.6891433100386
,43.01395567953311,-83.6891433100386
,43.01395567953311,-83.6891433100386
,43.01395567953311,-83.6891433100386
,43.01395567953311,-83.6891433100386
,43.01395567953311,-83.6891433100386
,43.01395567953311,-83.6891433100386
,43.013541300086494,-83.68878757730687
,43.013541300086494,-83.68878757730687
,43.01282422266354,-83.6881762093428
,43.01282422266354,-83.6881762093428
,43.012734950910136,-83.68810716736246
,43.012734950910136,-83.68810716736246
,43.012734950910136,-83.68810716736246
,43.012734950910136,-83.68810716736246
,43.012734950910136,-83.68810716736246
,43.01272700598092,-83.68809919900559
,43.01272700598092,-83.68809919900559
,43.01272729338872,-83.68809855386877
,43.012734305260786,-83.68808931346437
,43.012508135206,-83.687861374672
,43.012508135206,-83.687861374672
,43.012508135206,-83.687861374672
,43.01086476912576,-83.68622741124267
,43.01086476912576,-83.68622741124267
,43.01086476912576,-83.68622741124267
,43.00985470167204,-83.68512051365619
,43.00939757997165,-83.68463948133156
,43.00911091050988,-83.68463606678517
,43.00897187802868,-83.68475755271471
,43.00897187802868,-83.68475755271471
,43.00897187802868,-83.68475755271471
,43.00897187802868,-83.68475755271471
,43.00864892954314,-83.68503081622502
,43.00853895682164,-83.68513408260402
,43.00853895682164,-83.68513408260402
,43.00853895682164,-83.68513408260402
,43.008458830731335,-83.6852530595212
,43.00836685143524,-83.68538513666837
,43.008275908436644,-83.68552027759598
,43.0079095462615,-83.68611431174295
,43.0079095462615,-83.68611431174295
,43.0079095462615,-83.68611431174295
,43.00764503417756,-83.68654581305034
,43.00764503417756,-83.68654581305034
,43.00682850316381,-83.6879149777576
,43.00625050106992,-83.68879818058532
,43.00625050106992,-83.68879818058532
,43.005442054623714,-83.68984936935422
,43.005442054623714,-83.68984936935422
,43.005442054623714,-83.68984936935422
,43.005167199680756,-83.69026874620306
,43.003841170197816,-83.69254973235446
,43.003841170197816,-83.69254973235446
,43.003841170197816,-83.69254973235446
,43.00321325850646,-83.69416473597693
,43.00321325850646,-83.69416473597693
,43.00321325850646,-83.69416473597693
,43.00268332770291,-83.69590967599602
,43.00268332770291,-83.69590967599602
,43.00152092211697,-83.69963022532836
,43.00152092211697,-83.69963022532836
,43.00108527808768,-83.70065985552469
,43.00108527808768,-83.70065985552469
,43.00108527808768,-83.70065985552469
,43.00108527808768,-83.70065985552469
,43.000392258127036,-83.70202805228242
,43.000392258127036,-83.70202805228242
,42.98901873403002,-83.71787384665032
,42.98901873403002,-83.71787384665032
,42.98814319018724,-83.71989609589872
,42.98746157572123,-83.72204400751987
,42.98746157572123,-83.72204400751987
,42.98746157572123,-83.72204400751987
,42.98746157572123,-83.72204400751987
,42.98728746969688,-83.72278814731868
,42.98694906453432,-83.72426727922694
,42.98694906453432,-83.72426727922694
,42.98679433933743,-83.72498138763413
,42.986541353631026,-83.72629444360399
,42.986541353631026,-83.72629444360399
,42.986541353631026,-83.72629444360399
,42.985751246553455,-83.73030082159136
,42.985751246553455,-83.73030082159136
,42.98532350947802,-83.73220093917176
,42.98532350947802,-83.73220093917176
,42.98491858965241,-83.73396192650377
,42.98491858965241,-83.73396192650377
,42.98479883317167,-83.73448025972431
,42.984651069945635,-83.7353151840952
,42.984679261441265,-83.73567170184938
,42.98522901997697,-83.73635166984096
,42.98571904320377,-83.73622848162017
,42.98606799808174,-83.73533636985975
,42.98598759582338,-83.7349740231841
,42.98598759582338,-83.7349740231841
,42.98558522777875,-83.73439024371774
,42.98531494369053,-83.73409814859438
,42.984701845534495,-83.73344899919289
,42.984701845534495,-83.73344899919289
,42.98435537850114,-83.73308596455595
,42.98435537850114,-83.73308596455595
,42.98435537850114,-83.73308596455595
,42.983612834575595,-83.73230522163038
,42.98321648272743,-83.73190081687409
,42.98321648272743,-83.73190081687409
,42.98321648272743,-83.73190081687409
,42.98321648272743,-83.73190081687409
,42.98321648272743,-83.73190081687409
,42.982382151395704,-83.73105877554862
,42.982382151395704,-83.73105877554862
,42.982382151395704,-83.73105877554862
,42.982382151395704,-83.73105877554862
,42.98195703868239,-83.73062529545982
,42.98195703868239,-83.73062529545982
,42.98110300828994,-83.72977162579305
,42.98110300828994,-83.72977162579305
,42.98110300828994,-83.72977162579305
,42.98110300828994,-83.72977162579305
,42.98067717078742,-83.72934318547183
,42.98067717078742,-83.72934318547183
,42.98067717078742,-83.72934318547183
,42.97983996693815,-83.72849543609236
,42.9794277112203,-83.72808553166615
,42.9794277112203,-83.72808553166615
,42.9794277112203,-83.72808553166615
,42.9794277112203,-83.72808553166615
,42.9794277112203,-83.72808553166615
,42.97860103823236,-83.7273756851325
,42.97860103823236,-83.7273756851325
,42.97860103823236,-83.7273756851325
,42.97860103823236,-83.7273756851325
,42.97684207499555,-83.726404123034
,42.97684207499555,-83.726404123034
,42.97684207499555,-83.726404123034
,42.97684207499555,-83.726404123034
,42.97592337069269,-83.72614349865944
,42.974632769342165,-83.72602677803145
,42.975926140529744,-83.72575012251505
,42.975926140529744,-83.72575012251505
,42.975926140529744,-83.72575012251505
,42.9774617686199,-83.72617236723866
,42.9774617686199,-83.72617236723866
,42.979414250352136,-83.72732349469543
,42.98074157605015,-83.72828874229995
,42.981563681697374,-83.72884282350363
,42.98195728348532,-83.7290844845651
,42.98274840095043,-83.7293784358875
,42.98315176180844,-83.72938734227597
,42.983911751465946,-83.72911445513468
,42.98427347544549,-83.72884465353994
,42.98538679292612,-83.72775825838046
,42.98538679292612,-83.72775825838046
,42.98599451011419,-83.72671830115743
,42.98638817926264,-83.72544859608816
,42.98673270081018,-83.72407746400351
,42.9870771144802,-83.7226401751055
,42.987448879458775,-83.72120052101164
,42.98793616923179,-83.71981218779298
,42.98793616923179,-83.71981218779298
,42.98793616923179,-83.71981218779298
,42.9891083198671,-83.7171531352106
,43.000333168980944,-83.70157604802282
,43.000333168980944,-83.70157604802282
,43.000333168980944,-83.70157604802282
,43.000333168980944,-83.70157604802282
,43.00066886463328,-83.7009296959583
,43.00098434793507,-83.70025452395174
,43.00098434793507,-83.70025452395174
,43.00128096639023,-83.69954431051
,43.00128096639023,-83.69954431051
,43.00221247166365,-83.69658286049112
,43.00221247166365,-83.69658286049112
,43.00221247166365,-83.69658286049112
,43.00241252755605,-83.69583452486165
,43.00241252755605,-83.69583452486165
,43.003031481543026,-83.69366999365515
,43.00355695892154,-83.69235162041521
,43.00355695892154,-83.69235162041521
,43.00480439042807,-83.69004088955607
,43.00480439042807,-83.69004088955607
,43.00480439042807,-83.69004088955607
,43.00480439042807,-83.69004088955607
,43.005074082956874,-83.68949846992076
,43.00531030468125,-83.68893171140665
,43.00531030468125,-83.68893171140665
,43.00548988169278,-83.68847257363333
,43.00548988169278,-83.68847257363333
,43.00580637846392,-83.68782519418765
,43.00580637846392,-83.68782519418765
,43.0059785057262,-83.68750937034807
,43.00601011010136,-83.68745347843257
,43.00601011010136,-83.68745347843257
,43.006131081719985,-83.68725044782849
,43.006131081719985,-83.68725044782849
,43.00621911330553,-83.6870879890881
,43.00621911330553,-83.6870879890881
,43.00644640169865,-83.6866958987205
,43.00644640169865,-83.6866958987205
,43.00644640169865,-83.6866958987205
,43.00644640169865,-83.6866958987205
,43.00644640169865,-83.6866958987205
,43.00673808863479,-83.68620225545727
,43.00673808863479,-83.68620225545727
,43.00673808863479,-83.68620225545727
,43.00679535190074,-83.68610404646377
,43.00684053223097,-83.68602678778848
,43.00684053223097,-83.68602678778848
,43.00684479433691,-83.68602033326074
,43.00684506438869,-83.68601996665393
,43.00684506438869,-83.68601996665393
,43.00684506438869,-83.68601996665393
,43.00684507584822,-83.68601997044856
,43.00684506335142,-83.68601998468726
,43.007623704145516,-83.68467286669333
,43.007623704145516,-83.68467286669333
,43.007623704145516,-83.68467286669333
,43.007623704145516,-83.68467286669333
,43.007623704145516,-83.68467286669333
,43.00777059557849,-83.6844334070899
,43.008061632640704,-83.68398338046745
,43.008061632640704,-83.68398338046745
,43.008061632640704,-83.68398338046745
,43.008061632640704,-83.68398338046745
,43.008061632640704,-83.68398338046745
,43.008061632640704,-83.68398338046745
,43.008061632640704,-83.68398338046745
,43.008061632640704,-83.68398338046745
,43.008061632640704,-83.68398338046745
,43.009119983673926,-83.68418528552678
,43.009119983673926,-83.68418528552678
,43.00948362788598,-83.68459095179449
,43.00948362788598,-83.68459095179449
,43.00948362788598,-83.68459095179449
,43.011050421383615,-83.68632805827157
,43.011050421383615,-83.68632805827157
,43.01198686510105,-83.68733804906435
,43.01198686510105,-83.68733804906435
,43.01261155294526,-83.68785941841946
,43.01261155294526,-83.68785941841946
,43.012759680287836,-83.68798282158157
,43.012759680287836,-83.68798282158157
,43.012759680287836,-83.68798282158157
,43.01319181189862,-83.68833305291464
,43.01319181189862,-83.68833305291464
,43.01319181189862,-83.68833305291464
,43.01319181189862,-83.68833305291464
,43.013486392695306,-83.68860785443252
,43.013486392695306,-83.68860785443252
,43.013486392695306,-83.68860785443252
,43.013486392695306,-83.68860785443252
,43.013486392695306,-83.68860785443252
,43.01373728161194,-83.68880728950955
,43.0139046682563,-83.68895229204912
,43.0139046682563,-83.68895229204912
,43.0139046682563,-83.68895229204912
,43.0139046682563,-83.68895229204912
,43.01537214529154,-83.69019536063246
,43.01537214529154,-83.69019536063246
,43.018624424906506,-83.69294265580032
,43.021061608860634,-83.69502633590886
,43.02124936099835,-83.6951896318557
,43.021908855908826,-83.69575512928166
,43.02309025483539,-83.69685685967859
,43.02303051107598,-83.69680034700532
